ProductID,Name,Description,Price,Quantity
172,Women's adidas Originals Sambarose Zip Shoes,The Out Loud collection celebrates those who live life on their own terms. These shoes give the classic Samba sneaker a fresh look with a zip cover over the laces. A textile upper rides on a trendy platform sole for a little extra height.,8999,37
173,Men's adidas Running Rey Shoes,These men's running shoes keep you comfortable so you stay focused on your goals. They feature a textile mesh upper along with Cloudfoam midsole provides optimum cushioning where you need it most and durable Rubber outsole for long-lasting wear.,4999,47
174,Women's adidas Originals Continental 80 Shoes,"Steeped in nostalgia, the Continental 80 captures the retro look of indoor sneakers from the early 1980s. Made in soft nubuck, these shoes feature a swooping two-tone stripe and a distinctive split rubber cupsole that's built for a comfortable, flexible feel.",7999,46
175,WOMEN'S ADIDAS ORIGINALS SAMBA OG SHOES,"The Samba is a timeless icon of street style. Football-inspired and versatile, these women's shoes get a fresh reboot for today. They feature a rich reptile-like leather upper with suede overlays and a gum rubber cupsole.",7999,85
176,Men's adidas Sport Inspired Blaze Runner Shoes,Extremely functional and subtle running-inspired shoes for men. The breathable and lightweight Knit upper offer extended ventilation and comfort. The Cloudfoam midsole gives you cushioning you need everyday and full Rubber outsole provides durability.,5599,68
177,Men's adidas Sport Inspired Binafo Shoes,"Improve your performance during your daily jogging sessions with these running shoes for men. The textile mesh upper of these shoes promise a comfortable comfort and a lightweight pick, while the EVA midsole and rubber outsole ensure durability.",5299,74
178,Men's adidas Running Rey Shoes,These men's running shoes keep you comfortable so you stay focused on your goals. They feature a textile mesh upper along with Cloudfoam midsole provides optimum cushioning where you need it most and durable Rubber outsole for long-lasting wear.,4999,1
179,Men's adidas Running Zeta 1.0 Shoes,"Designed to go the distance, these adidas Zeta 1.0 running shoes for men give optimum cushioning to your feet with full-length CLOUDFOAM and its breathable knit upper ensures maximum ventilation. It's smart style details balance the clean design and the rubber outsole provides best durability.",5999,48
180,Men's adidas Running Puaro Shoes,Style and performance go hand in hand in this adidas Puaro shoes for men. Mesh upper for lightweight and breathability with full rubber outsole for durability. They come layered sandwich mesh and textile upper for maximum ventilation.,4999,0
181,Men's adidas Swim Stabile Slippers,"The simple and stylish adidas Stabile slippers for men. Crafted with premium Synthetic, these slippers are perfect for casual wear. Synthetic straps with wide thong construction allows additional comfort. Lightweight EVA for comfort with textured rubber outsole keep it durable. The adidas Performance logo badge on the strap reflects the brand perfectly.",1299,14
182,Women's adidas Originals Stan Smith Shoes,The chic minimalism of the Stan Smith invites endless variation. These women's shoes are updated for the season with a subtle twist. A small cutout Trefoil makes a surprise appearance on the smooth leather upper.,7999,69
183,Men's adidas Running Puaro Shoes,Style and performance go hand in hand in this adidas Puaro shoes for men. Mesh upper for lightweight and breathability with full rubber outsole for durability. They come layered sandwich mesh and textile upper for maximum ventilation.,4999,83
184,Women's adidas Running Hyperon 1.0 Shoes,"The adidas Hyperon Running shoes for women with new design pattern for any runner looking for trendy yet extremely comfortable running shoe. An excellent combination of breathable Mesh with synthetic overlays on the upper makes it very comfortable for your feet on the run. Durable, non slippery, blown out one piece super grip EVA midsole and outsole ensures maximum stability and grip on the ground.",2999,86
185,Men's adidas Originals Yung-1 Shoes,The Yung-1 offers a creative take on running styles of the late '90s. These shoes mix suede and mesh for a layered look. The wavy geometric design and bold colors add authentic turn-of-the-millennium style.,10999,90
186,Men's adidas Running Rey Shoes,These men's running shoes keep you comfortable so you stay focused on your goals. They feature a textile mesh upper along with Cloudfoam midsole provides optimum cushioning where you need it most and durable Rubber outsole for long-lasting wear.,4999,58
187,Men's adidas Sport Inspired Binafo Shoes,"Improve your performance during your daily jogging sessions with these running shoes for men. The mesh upper of these shoes promise a comfortable comfort and a lightweight pick, while the EVA midsole and rubber outsole ensure durability.",5299,73
188,Women's adidas Running Hyperon 1.0 Shoes,"The adidas Hyperon Running shoes for women with new design pattern for any runner looking for trendy yet extremely comfortable running shoe. An excellent combination of breathable Mesh with synthetic overlays on the upper makes it very comfortable for your feet on the run. Durable, non slippery, blown out one piece super grip EVA midsole and outsole ensures maximum stability and grip on the ground.",2999,11
189,Women's adidas Sport Inspired Drogo Shoes,"Ready for everyday, these women's shoes bring running-inspired style to active feet. They have a mesh upper accented by contrast 3-Stripes. The EVA midsole and outsole provide support to their every step.",2699,32
190,Men's adidas Sport Inspired Binafo Shoes,"Improve your performance during your daily jogging sessions with these running shoes for men. The textile mesh upper of these shoes promise a comfortable comfort and a lightweight pick, while the EVA midsole and rubber outsole ensure durability.",5299,78
191,Men's adidas Outdoor Hoist 2019 Sandals,Stylish and sleek adidas Hoist sandals for men. Adjustable straps enable optimal fit while the synthetic leather upper with embossing details for structure and style. The soft EVA footbed provide enhanced comfort. Durable and rugged rubber outsole with wet and dry traction pattern keeps you in control.,2799,47
192,Women's Originals Continental 80 Shoes,"Part of the Out Loud collection, these shoes make no apologies for grabbing the spotlight. This version of the retro Continental 80 has a leather upper with a flashy iridescent finish. Hook-and-loop closures nod back to vintage styles. The split cupsole has an EVA insert for a comfortable, flexible feel.",8999,81
193,Men's adidas Running Furato Shoes,These men's running shoes keep you comfortable so you stay focused on your goals. They feature a textile upper and a supportive cage that wraps around the midfoot to give you stability where you need it most. EVA midsole and Rubber outsole cushioning provide all-day comfort.,5599,15
194,Men's adidas Running Stargon 1.0 Shoes,"The adidas Running shoes for men. These lightweight shoes give all round comfort, cushioning, durability & support in a simplistic design. The combination of Textile upper ensure breathability and durability while the Lightstrike EVA midsole provides premium cushioning. Full Rubber outsole provides durability.",4599,98
195,Men's adidas Originals Skateboarding Seeley Shoes,"Designed so they're ready-to-ride with no wear-in time, these shoes draw on adidas heritage and reimagine it specifically for skateboarding. An abrasion-resistant suede upper holds up to daily park sessions, while the textile lining keeps your feet comfortable on or off the board. Tonal 3-Stripes and a linear Trefoil logo give these shoes low-key adidas style.",5999,1
196,Women's adidas Sport Inspired Lite Racer 2.0 Shoes,Why slow down? These go-everywhere shoes have a sporty feel and a streamlined silhouette to keep up with your nonstop life. Your feet will be treated to soft comfort while your look is elevated with iconic 3-Stripes style.,3999,51
197,Men's adidas Running Raddis 1.0 shoes,The premium looking adidas Raddis 1.0 Running shoes for men. The breathable and lightweight Knit-Mesh offer extended ventilation and comfort. IMEVA midsole and full Rubber outsole provides durability.,5599,57
198,Men's adidas Running Solar Drive Shoes,These men's shoes provide flexibility and support for daily distance running. They have a breathable mesh upper and springy cushioning for a comfortable ride. A stability rail guides the foot through your stride for added support.,9999,50
199,Men's adidas Running Weave Shoes,"These men's running shoes keep you comfortable so you stay focused on your running goals. They feature a textile upper, EVA midsole and full Rubber outsole provides durability.",4999,80
200,Men's adidas Running Nepton 2.0 Shoes,"Energize your run while staying comfortable with this new design, your ride will be smooth and effortless. Breathable textile upper for maximum ventilation and a cushioned midsole provides all-day comfort with rubber outsole for best durability in high wear areas.",5599,75
201,Men's adidas Sport Inspired Lyrid Slip-ons,Slip into these stylish slip-ons which will add style to your look. A well cushioned shoe with a fresher look that will appeal to young runners. Its Cloudfoam midsole offers pillow-soft cushioning that eases every stride.,4599,90
202,Men's adidas Original X_PLR Shoes,"Fresh racer style for daily wear. Inspired by modern running shoes, the X_PLR has a clean low top look for exploring urban streets. These sneakers feature a soft knit upper for a snug, sock-like feel. Faux leather details add modern texture. Everything rides on a lightweight EVA midsole for all-day comfort.",7599,68
203,Men's adidas Running Kyris 4.0 Shoes,These lightweight running shoes come in a new upper design which is made low to ground with faster 3-Stripes execution which enhances it's overall appeal along with great fit. The combination of textile and mesh ensure breathability while the Lightstrike EVA midsole with full Rubber outsole provides durability.,4299,15
204,Men's adidas Sport Inspired Quickspike Shoes,"These men's running-inspired shoes feature a breathable mesh upper with a comfort collar, while a moulded overlay provides lightweight support. The soft Cloudfoam cushioning in the one-piece midsole and outsole provides comfort that lasts all day long.",3999,64
205,Men's adidas Running Flank Shoes,"These men's running shoes keep you comfortable so you stay focused on your running goals. They feature a textile-mesh upper, Cloudfoam midsole and Rubber outsole provides durability.",5299,79
206,Men's adidas Originals ZX 4000 Shoes,"The ZX series reset the running scene in the '80s with a high-tech approach based on the physics of human motion. Fusing nostalgia with modern innovation, these streetwear shoes offer a retro-tech look in a mix of mesh and suede. They're cushioned for modern comfort with a lightweight and flexible foam midsole.",7999,70
207,Men's adidas Running Supervega Shoes,These men's running shoes keep you comfortable so you stay focused on your goals. They feature a knit-textile upper along with EVA midsole and Rubber outsole cushioning provide all-day comfort.,3999,68
208,Men's adidas Sport Inspired Factor Shoes,"These lightweight running-inspired shoes for men give all round comfort, cushioning, durability & support in a simplistic design. Features Knit-Mesh upper for maximum ventilation, lightstrike EVA midsole with durable Rubber outsole for long-lasting wear.",4299,23
209,Men's adidas Outdoor Elevate 2018 Sandals,Stylish and sleek adidas sandals for women are extremely lightweight. Adjustable straps enable optimal fit while the Synthetic upper and soft EVA footbed with fitted heel provide enhanced comfort. Rubber outsole with wet and dry traction pattern keeps you in control.,2799,70
210,Men's adidas Americana Low Shoes,"One of adidas' first basketball shoes, the Americana was a staple for serious players. Today, these sneakers are a favorite for casual wear. A durable textile upper shows off leather and suede overlays, delivering classic hoops style in a comfortable, breathable design.",6599,42
211,Men's adidas Running Kalus 1.0 Shoes,"A well cushioned shoe with a fresher look that will appeal to young runners. Features Mesh upper for maximum ventilation, lightstrike IMEVA midsole with visible adiprene providing protection from harmful impact forces and durable Rubber outsole for long-lasting wear.",4599,77
212,Men's adidas Originals Yung-96 Shoes,"Daring and unabashedly eccentric, Yung-96 captures the rebellious spirit of the 1990s. This seasonal version features wavy overlays that mirror the '96 Yung Trail, an archival trail shoe. The shoes are made of mesh, suede and textile upper and offer a supportive, cushioned feel.",10999,52
213,Men's adidas Originals A.R. Trainers,"Inspired by a vintage '80s tennis style that was designed to perform on grass, clay and cement, these shoes put a fresh spin on a heritage look. They're made of smooth leather and show off an exposed wedge of EVA cushioning.",7999,92
214,Men's adidas Originals FYW S-97 Shoes,"adidas Originals celebrates the weird and wonderful style of the late '90s with the FYW S-97 shoes. This version updates the favorite oddball training shoe with a few modern tweaks. A mix of suede and mesh in the upper adds texture, and a thick but lightweight EVA midsole anchors the look.",12999,29
215,Men's adidas Originals Yung-96 Shoes,The fearless looks of the 1990s return with the Yung-96 collection. These men's shoes have a chunky shape and high-profile sole. The wavy overlays mirror the '96 Yung Chasm design.,7999,93
216,Men's adidas Swim Bise Slippers,The adidas Bise slippers for men. The Thong construction with interesting material mix provides comfort and style. Textured rubber outsole for lightweight comfort.,1499,24
217,Men's adidas Sport Inspired Grand Court Shoes,"Finding inspiration from iconic sport styles of the '70s, these shoes craft an everyday look with a clean design. Features tonal 3-Stripes on the sides of the soft leather upper. The ultra-soft Cloudfoam Comfort sockliner adds comfort to each step.",6599,1
218,Men's adidas Swim Salon Slippers,"These slippers are primed for warm-weather fun in a simple design with adidas graphic print on footbed. Features stylish webbing textile and synthetic straps, and textured rubber footbed and outsole.",1499,83
219,Men's adidas Running Kollide Shoes,Extremely functional and subtle running shoes for men. The breathable and lightweight textile upper offer extended ventilation and comfort. The Cloudfoam midsole gives you cushioning you need everyday and Rubber outsole provides durability.,4799,68
220,MEN'S ADIDAS OUTDOOR SIKI SHOES,These shoes for men has all the ingredients for the perfect outdoor shoes. The upper consists Soft nubuck leathers for enhanced comfort. The Super High Traction Rubber for optimal grip in wet conditions. Lightweight EVA midsole for long term cushioning.,5599,73
221,Men's adidas Running Weave Shoes,"These men's running shoes keep you comfortable so you stay focused on your running goals. They feature a textile upper, EVA midsole and full Rubber outsole provides durability.",4999,50
222,Men's adidas Running Stargon 1.0 Shoes,"The adidas Running shoes for men. These lightweight shoes give all round comfort, cushioning, durability & support in a simplistic design. The combination of Textile upper ensure breathability and durability while the Lightstrike EVA midsole provides premium cushioning. Full Rubber outsole provides durability.",4599,61
223,WOMEN'S ADIDAS SPORT INSPIRED RUN 70S SHOES,Modern design meets retro style. A two-tone knit upper with welded 3-Stripes updates the classic '70s look of these women's running-inspired shoes. A lightweight midsole provides cushioned comfort with every step.,6599,35
224,Men's adidas Sport Inspired Factor Shoes,"These lightweight running-inspired shoes for men give all round comfort, cushioning, durability & support in a simplistic design. Features Knit-Mesh upper for maximum ventilation, lightstrike EVA midsole with durable Rubber outsole for long-lasting wear.",4299,98
225,Men's adidas Outdoor Andorian Shoes,"The adidas Andorian shoes for men are crafted with a strong, grippy outsole inspired by mountain bike tires, and a super durable Mesh and Synthetic upper. They come with Lightweight EVA midsole for stability and cushioning while the abrasion resistant rubber outsole provides aggressive traction for rough terrain.",4599,49
226,Men's adidas Running Raddis 1.0 shoes,The premium looking adidas Raddis 1.0 Running shoes for men. The breathable and lightweight Knit-Mesh offer extended ventilation and comfort. IMEVA midsole and full Rubber outsole provides durability.,5599,50
227,Women's adidas Sport Inspired Cloudfoam Pure Shoes,These women's running-inspired shoes cradle your feet with a knit upper and a Memory Foam footbed that conforms to the shape of your foot. Pillow-soft Cloudfoam cushioning in the one-piece midsole and outsole provides comfort that lasts all day long.,5599,52
228,Men's Outdoor Ediffin II Sandals,"A light yet well covered sandal with an interesting mix of materials and textures. Made of supportive yet sleek with adjustable printed straps, the Synthetic upper has a adjustable straps with Die-cut EVA midsole for stable cushioning and Textured footbed for comfort. They come with an Abrasion resistant Rubber outsole with wet and dry traction pattern and a protective toe-lip.",2999,91
229,MEN'S ADIDAS SWIM ADILETTE CLOUDFOAM PLUS LOGO SLIDES,Slip into these men's slides for easy-to-wear comfort. A contoured footbed features Cloudfoam Plus for a super-soft cushioned feel. The bandage-style upper features an adidas Badge of Sport that shows your brand love.,2999,51
230,Men's adidas Running Weave Shoes,"These men's running shoes keep you comfortable so you stay focused on your running goals. They feature a textile upper, EVA midsole and full Rubber outsole provides durability.",4999,81
231,Men's adidas Running Stargon 1.0 Shoes,"The adidas Running shoes for men. These lightweight shoes give all round comfort, cushioning, durability & support in a simplistic design. The combination of Textile upper ensure breathability and durability while the Lightstrike EVA midsole provides premium cushioning. Full Rubber outsole provides durability.",4599,48
232,Men's adidas Sport Inspired Runigma Shoes,These men's running shoes keep you comfortable so you stay focused on your training goals. They feature a textile upper and a supportive cage that wraps around the midfoot to give you stability where you need it most.,5999,98
233,Women's adidas Sport Inspired QT Racer Shoes,"A streamlined running-inspired style. These women's shoes create a clean look with a flexible knit upper and metallic 3-Stripes. Ultra-soft Cloudfoam cushioning provides a soft, smooth ride.",4599,9
234,Men's adidas Running Furato Shoes,These men's running shoes keep you comfortable so you stay focused on your goals. They feature a textile upper and a supportive cage that wraps around the midfoot to give you stability where you need it most. EVA midsole and Rubber outsole cushioning provide all-day comfort.,5599,35
235,Men's adidas Swim Ozor III Slippers,"The simple and stylish adidas Ozor III slippers for men. Best suited to match with your swimwear, these printed slippers have a soft footbed for additional comfort for your feet while the Synthetic strap with vents provides breathability proper fitting.",1299,78
236,Men's adidas Sport Inspired Advantage Base Shoes,A court look emerges on the streets. These shoes have a sleek textile upper and a textured rubber cupsole.,4999,90
237,Men's adidas Outdoor Naha Shoes,"Get maximum support, comfort and a refreshed look with these adidas Naha shoes for men comes wit a classic style. Mesh and synthetic upper with EVA midsole for maximum impact cushioning. It's Super High Traction Rubber for optimal grip in wet conditions.",5999,15
238,Men's adidas Sport Inspired Grand Court Shoes,A modern update to '70s style. These court-inspired shoes have a smooth leather upper that rides on a translucent outsole. A cushioned sockliner provides comfort for when you're tackling your to-do list.,6999,2
239,Men's adidas Running SenseBounce+ Street Shoes,"These dynamic running shoes for men offer outstanding traction, cushioning and fit that's tailored to the streets. It's built using 3D moulding that follows the shape of the foot for a supportive, locked-in feel. A wide forefoot delivers increased surface contact for added stability, and a grippy rubber outsole is ideal for dodging urban obstacles.",7999,78
240,Unisex adidas Originals Adi-Ease Shoes,Iconic style meets skate-specific features in these shoes built to handle any situation. This version of the famous bare-bones skate shoes features a printed upper with a vulcanized outsole that's the standard for flexibility and board feel.,7599,47
241,Women's adidas RunFalcon Shoes,"Start clocking miles in these lightweight running shoes. On the treadmill or the streets, they add comfort to each step with soft cushioning. The supportive sneakers have an airy material-mix upper and a midfoot cage for extra support.",4999,24
242,Women's adidas Sport Inspired Lite Racer RBN Shoes,Fresh running style. These shoes have a lightweight textile upper that hugs the foot with a sock-like construction. Plush midsole and outsole cushioning keeps your feet comfortable throughout the day. Seamless 3-Stripes flash down the sides.,4999,35
243,Men's adidas Running Bound Shoes,Sleek running shoes for men. These shoes have a lightweight look and feel in honeycomb mesh. Cloudfoam cushioning delivers superior step-in comfort.,4999,73
244,Women's adidas Originals Sleek Zip Shoes,An edgy take on feminine style. These shoes swap out laces for a zip closure and add geometric hardware to make a modern statement. Perforated 3-Stripes keep the all-leather upper feeling smooth and minimalist. A floral sockliner adds a feminine finish.,7999,43
245,Women's adidas Originals Deerupt Runner Shoes,"Deerupt is defined by a standout minimalist design. These shoes show off webbing that covers the upper and midsole. A flexible, collapsible upper makes them easy to pack. The lightweight sneakers are built to deliver a snug, comfortable feel.",9999,35
246,Women's adidas Running Cyberg 1.0 Shoes,Less really is more in these sleek running shoes offering maximum breathability. They come with mesh upper for optimal ventilation. The IMEVA midsole and full rubber outsole provide comfort and durability.,3599,53
247,Women's ADIDAS ORIGINALS FLB_RUNNER SHOES,The Flashback for women brings '70s archival running style into today. These classic T-toe shoes are made of mesh with suede details. They feature an expanded midsole height and gum outsole for a modern visual statement.,7999,83
248,Women's adidas Originals Taekwondo Team Shoes,"This design is inspired by vintage Taekwondo styles originally worn to perfect high kicks and rapid foot strikes. These nubuck shoes make a streetwear fashion statement as a chic, foot-hugging slip-on. They're shaped for a narrow, women's-specific fit and ride on a soft gum rubber outsole.",6599,45
249,WOMEN'S ADIDAS ORIGINALS SAMBAROSE SHOES,"These shoes transform the Samba's classic silhouette into trendy platform sneakers with a feminine twist. Built with a snakeskin-embossed leather upper, they feature a stacked platform outsole that adds to the fashionable style.",7999,66
250,Women's adidas Originals Sleek Shoes,"A modern take on adidas sport heritage, tailored just for women. Perforated 3-Stripes on the leather upper of these shoes offer a sleek look that mirrors iconic tennis styles.",7599,75
251,Women's adidas Originals Gazelle Shoes,"In 1991, adidas refined the original '60s Gazelle design, and the version became a favorite. These shoes are an authentic reissue of the 1991 redesign. They're made of soft suede and feature the classic T-shape toe.",7999,94
252,Men's adidas Running Solar Blaze Shoes,Everything you need for a great run. These shoes have a breathable mesh upper with strategically placed support and flexible cushioning for a bouncy ride. A durable rubber outsole delivers reliable traction over long distances.,7999,6
253,Women's adidas Sport Inspired Quickspike Shoes,"These women's running-inspired shoes feature a breathable mesh upper with a comfort collar, while a moulded overlay provides lightweight support. The soft Cloudfoam cushioning in the one-piece midsole and outsole provides comfort that lasts all day long.",3799,65
254,Women's adidas Running Cyberg 1.0 Shoes,Less really is more in these sleek running shoes offering maximum breathability. They come with mesh upper for optimal ventilation. The IMEVA midsole and full rubber outsole provide comfort and durability.,3599,36
255,Women's adidas Originals I-5923 Shoes,"Updated for extra comfort, these shoes add modern cushioning to a '70s-style runner. The lightweight upper has a stretch mesh build detailed with suede overlays and serrated 3-Stripes. Boost in the midsole provides durable cushioning.",11999,25
256,Women's adidas Originals POD-S3.1 Shoes,"The '90s sensation is back, updated with more style and comfort. These shoes give a nod to the technical history of the P.O.D. system with a heat-print graphic on the sockliner and on the soft, sock-like adidas Primeknit upper. The distinctive P.O.D. midsole has a supportive TPU bridge, and Boost cushioning adds an elevated level of comfort.",13999,8
257,Women's adidas Originals Sambarose Shoes,"These sneakers rework the Samba's classic soccer silhouette as a stylish platform shoe. The leather upper is stacked on top of a raised gum rubber outsole to add height. Soft, smooth feel An all-leather upper, leather tongue and synthetic leather lining add luxe comfort Platform rubber outsole. The layered outsole adds one inch of height.",7999,75
258,Women's adidas Originals Sleek Shoes,"A modern take on adidas sport heritage, tailored just for women. Perforated 3-Stripes on the leather upper of these shoes offer a sleek look that mirrors iconic tennis styles.",7599,94
259,Women's adidas Originals Supercourt Shoes,"Forty years of court style, refined to the essentials. The clean, simple lines and supple leather upper of these shoes are a nod to tennis history. Iconic perforated 3-Stripes and a contrasting Trefoil heel tab give them a timeless look.",7599,57
260,Women's adidas Sport Inspired Questar X BYD Shoes,"Elevated, running-inspired style. These shoes have an airy mesh upper detailed with a subtle graphic. Contrast 3-Stripes sign off on the sides. Ultra-soft cushioning offers comfort with every step.",6599,77
261,Women's adidas Sport Inspired Lite Racer Shoes,Unstoppable style. These shoes borrow their lightweight look and feel from celebrated runners. The airy mesh upper has a clean finish with 3-Stripes. Plush cushioning helps keep the ride smooth.,3799,26
262,WOMEN'S ADIDAS ORIGINALS I-5923 SHOES,"These women's shoes fuse classic style with modern technology. Inspired by the iconic '80s Mercury sneaker, a vintage-inspired mesh upper shows off serrated 3-Stripes. Responsive Boost cushioning gives them a lightweight, modern feel.",11999,37
263,Women's adidas Originals Rivalry Low Shoes,The Rivalry's domination on the hardwood in the mid '80s won over fans far beyond the basketball world. These shoes translate the vintage style with a low profile and a supple leather upper. Stitched-on 3-Stripes add authentic adidas Originals style.,7599,24
264,Men's Running Nova Flow Shoes,"Cushion your every step in lightweight comfort. These adidas running shoes feature a breathable mesh upper and ultra-soft midsole cushioning to soften your stride. A durable outsole grips uneven surfaces so you can run with confidence, regardless of the terrain.",5999,6
265,Women's adidas Originals Deerupt Runner Shoes,"Proof that minimalism can be bold. These shoes put an innovative spin on adidas running heritage of the '80s. The mesh upper is covered in stretchy webbing that provides support and hugs the foot. Inside, zoned cushioning gives a soft, comfortable step-in feel.",8999,84
266,Women's adidas Originals Sambarose Shoes,"These sneakers rework the Samba's classic soccer silhouette as a stylish platform shoe. The leather upper is stacked on top of a raised gum rubber outsole to add height. Soft, smooth feel An all-leather upper, leather tongue and synthetic leather lining add luxe comfort Platform gum rubber outsole The layered outsole adds one inch of height.",7999,7
267,Unisex adidas Originals By Alexander Wang Wangbody Run Shoes,"Sweat it out with Alexander Wang. The designer embraces a nostalgic workout aesthetic with performance-inspired garments that can be worn to the club or the gym. These running-inspired shoes feature a layered leather and mesh upper. Boost in the midsole provides responsive, comfortable cushioning.",17999,25
268,Men's adidas Toe Side II Slippers,"The adidas casual slippers for men with a striking camouflage design. Features stylish webbing straps, Diecut EVA midsole for stable cushioning and abrasion resistant rubber outsole with wet and dry traction pattern.",1299,99
269,WOMEN'S ADIDAS ORIGINALS ARKYN PRIMEKNIT SHOES,"Inspired by adidas' running heritage, the Arkyn is focused on the future. These shoes show off sleek glamor in a glimmering silver knit that's accented with bright color. The sock-like upper offers a snug, supportive feel.",11999,9
270,Women's adidas Swim Ozor III Slippers,"The simple and stylish adidas Ozor III slippers for women. Best suited to match with your swimwear, these printed slippers have a soft footbed for additional comfort for your feet while the Synthetic strap with vents provides breathability proper fitting.",1299,35
271,Women's adidas Swimming Eezay 2019 Slippers,"These women's classic flip-flops offer a clean beach design. Featuring midsole cushioning, this essential footwear provides lightweight comfort in a simple silhouette.",1499,25
272,Men's adidas Running Kollide Shoes,Extremely functional and subtle running shoes for men. The breathable and lightweight textile upper offer extended ventilation and comfort. The Cloudfoam midsole gives you cushioning you need everyday and Rubber outsole provides durability.,4799,13
273,Women's adidas Sport Inspired Lite Racer Slip-Ons,"A streamlined slip-on. These shoes simplify a running-inspired style with a clean, sock-like silhouette. The lightweight design creates a minimalist look with a textile upper featuring seamless 3-Stripes.",3999,45
274,Women's adidas Sport Inspired Chaos Shoes,"A runner look fueled by confidence. These shoes show off uncompromising style in a bulky, retro-inspired build. The smooth leather upper and plush cushioning ensures a smooth, comfortable ride.",6599,34
275,Men's Running Nova Flow Shoes,"Cushion your every step in lightweight comfort. These adidas running shoes feature a breathable mesh upper and ultra-soft midsole cushioning to soften your stride. A durable outsole grips uneven surfaces so you can run with confidence, regardless of the terrain.",5999,13
276,Women's adidas Swim Eezay Slippers,"Lightweight and comfortable, these women's thong sandals are your go-to for the beach. Designed with a classic thong construction, they feature a soft footbed and lining so you can wear them all day.",1299,60
277,Women's adidas Originals POD-S3.1 Shoes,"The '90s sensation is back, updated with more style and comfort. These shoes give a nod to the technical history of the P.O.D. system with a heat-print graphic on the sockliner and on the soft, sock-like adidas Primeknit upper. The distinctive P.O.D. midsole has a supportive TPU bridge, and Boost cushioning adds an elevated level of comfort.",13999,91
278,Women's adidas Originals Superstar Shoes,"What's love got to do with it? EVERYTHING. An instant icon since 1970, the world famous adidas Superstar shoe gets a charming update. With every step you take, show the world that love reigns supreme. These shell-toe shoes show off a splash of printed hearts and appliqu̩ embroidered Trefoils. Printed hearts on the laces remind you to share the power of love every time you lace up.",7999,33
279,Women's adidas Originals I-5923 Shoes,"These lightweight shoes fuse '70s style with modern technology. Flashing retro colours, the leather upper is accented with stretchy mesh and faux suede details. Serrated 3-Stripes add a vintage detail. Responsive cushioning energises every stride.",11999,39
280,Women's adidas ORIGINALS EQT RACING Low Shoes,"These adidas Originals Equipment Racing shoes for women bring to you a clean and deconstructed upper made of mesh that promotes proper breathability to the feet. The textured grip tread along with TORSION system offers stability and it comes with adidas ""equipment"" logo on the tongue.",9999,34
281,Unisex adidas Originals Skateboarding 3MC Shoes,"Combining skate-friendly design with a clean, classic profile, these shoes are in their element on or off the board. Highly versatile with style for everyone, they have a monochrome suede upper for a light, supple touch, plus a Geoflex outsole providing unmatched flexibility and grip. Heritage details include sidewalls with Gazelle-inspired texturing and the iconic heel patch.",5999,67
282,Women's adidas Originals Supercourt Shoes,"A distillation of 40 years of adidas court style, these shoes serve up vintage vibes with a modern feel. They're crafted of supple leather in shades of tennis whites. For a refined touch, they're detailed with perforated 3-Stripes and a sculpted cupsole.",7999,83
283,Women's adidas Sport Inspired Kaptir X Shoes,"Fashion and running style flow together. These women's shoes make a statement on the street while feeling pillow-soft. Layers of plush cushioning combine with a foot-hugging fit for comprehensive comfort. The easy-on upper has a sleek, modern design and 3-Stripes to leave an impression.",7599,49
284,Women's adidas Originals Continental 80 Shoes,The Continental 80 is an authentic bringback of an indoor trainer from the '80s. These leather low top shoes show off a swooping stripe on the side and a split rubber cupsole.,7999,64
285,Women's adidas Originals Sambarose Shoes,"Go ahead. Send yourself some flowers. Buy yourself that fancy vegan cheesecake. Self-love is where it's at, so lace up these shoes and elevate it. Based on the now iconic adidas Samba, these SAMBAROSE shoes lift you up with an on-trend platform sole. Luxe leather keeps your look sleek and smooth. Printed hearts peak through the translucent sole and send love energy out into the world with every step you take.",7999,18
286,Women's adidas Originals I-5923 Shoes,These lightweight street shoes offer a shout-out to '70s running heritage. They're rebuilt for today with updated materials and responsive Boost cushioning in the midsole. The lace-like mesh upper features synthetic suede overlays for a retro look.,11999,74
287,WOMEN'S ADIDAS ORIGINALS EQT ADV RACING SHOES,"Heritage style, meet progressive design. These women's shoes feature a mesh upper and an archive-inspired lacing system. A crisp silhouette draws on '90s racing styles, while metallic details add a contemporary edge.",9999,81
288,Women's adidas Sport Inspired Yatra Shoes,"A versatile look that nods to its roots. These running-inspired shoes have an airy mesh upper contrasted with sleek 3-Stripes. The lightweight build keeps you light on your toes, and plush cushioning ensures a smooth ride.",4299,30
289,Unisex adidas Originals Adi-Ease Shoes,"Hit the streets in these understated adidas originals. Constructed from strong suede with a board-gripping outsole, these skate shoes toe the line between board feel and durability. Solid colours and 3-Stripes style add an understated element to these go-to shoes.",5999,64
290,Men's Running Nova Flow Shoes,"Cushion your every step in lightweight comfort. These adidas running shoes feature a breathable mesh upper and ultra-soft midsole cushioning to soften your stride. A durable outsole grips uneven surfaces so you can run with confidence, regardless of the terrain.",5999,72
291,Women's adidas Originals Tubular Shadow Shoes,The tire-inspired sole of the Tubular sneaker series stems from a '90s design experiment. These shoes update the innovative look with a stretchy knit upper and Trefoil logo on the tongue.,7999,87
